round,attack,seed,alpha,num_byzantine,test_accuracy
1,mod_gauss,1,0.5,1,0.01
2,mod_gauss,1,0.5,1,0.0179
3,mod_gauss,1,0.5,1,0.0381
4,mod_gauss,1,0.5,1,0.0507
5,mod_gauss,1,0.5,1,0.0773
6,mod_gauss,1,0.5,1,0.0848
7,mod_gauss,1,0.5,1,0.0971
8,mod_gauss,1,0.5,1,0.11
9,mod_gauss,1,0.5,1,0.1233
10,mod_gauss,1,0.5,1,0.1406
11,mod_gauss,1,0.5,1,0.1406
12,mod_gauss,1,0.5,1,0.1556
13,mod_gauss,1,0.5,1,0.1694
14,mod_gauss,1,0.5,1,0.1736
15,mod_gauss,1,0.5,1,0.1737
16,mod_gauss,1,0.5,1,0.1806
17,mod_gauss,1,0.5,1,0.1956
18,mod_gauss,1,0.5,1,0.1963
19,mod_gauss,1,0.5,1,0.2047
20,mod_gauss,1,0.5,1,0.2047
21,mod_gauss,1,0.5,1,0.2142
22,mod_gauss,1,0.5,1,0.2131
23,mod_gauss,1,0.5,1,0.2274
24,mod_gauss,1,0.5,1,0.238
25,mod_gauss,1,0.5,1,0.2396
26,mod_gauss,1,0.5,1,0.2398
27,mod_gauss,1,0.5,1,0.2447
28,mod_gauss,1,0.5,1,0.2468
29,mod_gauss,1,0.5,1,0.251
30,mod_gauss,1,0.5,1,0.2642
31,mod_gauss,1,0.5,1,0.2567
32,mod_gauss,1,0.5,1,0.2666
33,mod_gauss,1,0.5,1,0.2682
34,mod_gauss,1,0.5,1,0.2701
35,mod_gauss,1,0.5,1,0.2704
36,mod_gauss,1,0.5,1,0.2702
37,mod_gauss,1,0.5,1,0.28
38,mod_gauss,1,0.5,1,0.2791
39,mod_gauss,1,0.5,1,0.2814
40,mod_gauss,1,0.5,1,0.288
41,mod_gauss,1,0.5,1,0.2892
42,mod_gauss,1,0.5,1,0.2897
43,mod_gauss,1,0.5,1,0.2962
44,mod_gauss,1,0.5,1,0.2992
45,mod_gauss,1,0.5,1,0.2977
46,mod_gauss,1,0.5,1,0.3016
47,mod_gauss,1,0.5,1,0.3076
48,mod_gauss,1,0.5,1,0.3019
49,mod_gauss,1,0.5,1,0.3094
50,mod_gauss,1,0.5,1,0.3086
51,mod_gauss,1,0.5,1,0.3142
52,mod_gauss,1,0.5,1,0.3164
53,mod_gauss,1,0.5,1,0.3153
54,mod_gauss,1,0.5,1,0.3188
55,mod_gauss,1,0.5,1,0.327
56,mod_gauss,1,0.5,1,0.3283
57,mod_gauss,1,0.5,1,0.333
58,mod_gauss,1,0.5,1,0.3359
59,mod_gauss,1,0.5,1,0.3341
60,mod_gauss,1,0.5,1,0.3322
61,mod_gauss,1,0.5,1,0.3341
62,mod_gauss,1,0.5,1,0.3421
63,mod_gauss,1,0.5,1,0.3396
64,mod_gauss,1,0.5,1,0.3427
65,mod_gauss,1,0.5,1,0.3397
66,mod_gauss,1,0.5,1,0.3429
67,mod_gauss,1,0.5,1,0.3535
68,mod_gauss,1,0.5,1,0.3541
69,mod_gauss,1,0.5,1,0.3555
70,mod_gauss,1,0.5,1,0.3596
71,mod_gauss,1,0.5,1,0.353
72,mod_gauss,1,0.5,1,0.3545
73,mod_gauss,1,0.5,1,0.3512
74,mod_gauss,1,0.5,1,0.355
75,mod_gauss,1,0.5,1,0.3572
76,mod_gauss,1,0.5,1,0.363
77,mod_gauss,1,0.5,1,0.3615
78,mod_gauss,1,0.5,1,0.3663
79,mod_gauss,1,0.5,1,0.3695
80,mod_gauss,1,0.5,1,0.3665
81,mod_gauss,1,0.5,1,0.3645
82,mod_gauss,1,0.5,1,0.3703
83,mod_gauss,1,0.5,1,0.3721
84,mod_gauss,1,0.5,1,0.3754
85,mod_gauss,1,0.5,1,0.377
86,mod_gauss,1,0.5,1,0.3748
87,mod_gauss,1,0.5,1,0.3772
88,mod_gauss,1,0.5,1,0.3867
89,mod_gauss,1,0.5,1,0.3857
90,mod_gauss,1,0.5,1,0.3835
91,mod_gauss,1,0.5,1,0.3895
92,mod_gauss,1,0.5,1,0.3899
93,mod_gauss,1,0.5,1,0.3876
94,mod_gauss,1,0.5,1,0.3844
95,mod_gauss,1,0.5,1,0.3876
96,mod_gauss,1,0.5,1,0.3906
97,mod_gauss,1,0.5,1,0.3872
98,mod_gauss,1,0.5,1,0.3896
99,mod_gauss,1,0.5,1,0.3938
100,mod_gauss,1,0.5,1,0.3956
