round,client,attack,seed,alpha,num_byzantine,raw_score,softmax_weight,update_norm
1,0,random,1,0.5,2,0.363602876663208,0.09788207709789276,0.7142667770385742
1,1,random,1,0.5,2,0.3753373622894287,0.09903743863105774,0.7128218412399292
1,2,random,1,0.5,2,0.4336532950401306,0.10498461872339249,0.7290700674057007
1,3,random,1,0.5,2,0.31206774711608887,0.09296548366546631,0.7067099809646606
1,4,random,1,0.5,2,0.3685219883918762,0.09836475551128387,0.6945441961288452
1,5,random,1,0.5,2,0.3801310658454895,0.09951333701610565,0.7386861443519592
1,6,random,1,0.5,2,0.4687177538871765,0.10873115062713623,0.7406467199325562
1,7,random,1,0.5,2,0.4183051586151123,0.10338560491800308,0.7300897836685181
1,8,random,1,0.5,2,0.34430181980133057,0.0960109606385231,0.684784471988678
1,9,random,1,0.5,2,0.3762173056602478,0.09912462532520294,0.7193026542663574
2,0,random,1,0.5,2,0.3185639977455139,0.09754015505313873,0.7166104316711426
2,1,random,1,0.5,2,0.36151570081710815,0.1018209457397461,0.7202883958816528
2,2,random,1,0.5,2,0.3818952441215515,0.10391730070114136,0.724884569644928
2,3,random,1,0.5,2,0.28960227966308594,0.09475574642419815,0.7322245836257935
2,4,random,1,0.5,2,0.3703877329826355,0.10272832214832306,0.7060841917991638
2,5,random,1,0.5,2,0.3332388401031494,0.09898209571838379,0.750666618347168
2,6,random,1,0.5,2,0.38477182388305664,0.10421665757894516,0.7201664447784424
2,7,random,1,0.5,2,0.3424190878868103,0.09989496320486069,0.7213308811187744
2,8,random,1,0.5,2,0.32083916664123535,0.0977623239159584,0.71706622838974
2,9,random,1,0.5,2,0.32715165615081787,0.098381407558918,0.7359705567359924
3,0,random,1,0.5,2,0.3091890811920166,0.09812649339437485,0.6947723627090454
3,1,random,1,0.5,2,0.33883845806121826,0.10107944160699844,0.7094420790672302
3,2,random,1,0.5,2,0.3611491322517395,0.10335993766784668,0.6886784434318542
3,3,random,1,0.5,2,0.28637391328811646,0.09591306746006012,0.7213280200958252
3,4,random,1,0.5,2,0.3467971086502075,0.10188710689544678,0.7030766010284424
3,5,random,1,0.5,2,0.35139214992523193,0.10235635936260223,0.7359973788261414
3,6,random,1,0.5,2,0.33382219076156616,0.10057367384433746,0.6991252899169922
3,7,random,1,0.5,2,0.3332793712615967,0.1005190908908844,0.7020913362503052
3,8,random,1,0.5,2,0.3078574538230896,0.09799591451883316,0.6930433511734009
3,9,random,1,0.5,2,0.30982404947280884,0.09818882495164871,0.7087812423706055
4,0,random,1,0.5,2,0.28999412059783936,0.09792682528495789,0.7113286852836609
4,1,random,1,0.5,2,0.3035331964492798,0.09926167875528336,0.6972323656082153
4,2,random,1,0.5,2,0.35214805603027344,0.10420649498701096,0.6869802474975586
4,3,random,1,0.5,2,0.26654136180877686,0.09565689414739609,0.7021039128303528
4,4,random,1,0.5,2,0.31098872423171997,0.10000449419021606,0.6782811880111694
4,5,random,1,0.5,2,0.33188968896865845,0.10211668163537979,0.7098238468170166
4,6,random,1,0.5,2,0.3350229263305664,0.10243713855743408,0.6883825659751892
4,7,random,1,0.5,2,0.3124244213104248,0.10014817118644714,0.684482216835022
4,8,random,1,0.5,2,0.2968819737434387,0.09860365837812424,0.6753939390182495
4,9,random,1,0.5,2,0.3073161244392395,0.09963788837194443,0.706135630607605
5,0,random,1,0.5,2,0.297213613986969,0.09932837635278702,0.6808454394340515
5,1,random,1,0.5,2,0.3254515528678894,0.10217318683862686,0.6830614805221558
5,2,random,1,0.5,2,0.31322968006134033,0.1009320393204689,0.6742513179779053
5,3,random,1,0.5,2,0.2834899425506592,0.09797453880310059,0.696109414100647
5,4,random,1,0.5,2,0.3030092716217041,0.09990572929382324,0.6635845899581909
5,5,random,1,0.5,2,0.30883723497390747,0.10048967599868774,0.6990740895271301
5,6,random,1,0.5,2,0.30900925397872925,0.10050696134567261,0.663836658000946
5,7,random,1,0.5,2,0.2950686812400818,0.09911555796861649,0.6737300753593445
5,8,random,1,0.5,2,0.31234556436538696,0.10084284842014313,0.659280002117157
5,9,random,1,0.5,2,0.2911819815635681,0.09873107075691223,0.6859275698661804
6,0,random,1,0.5,2,0.3435191512107849,0.10453791171312332,0.6880335807800293
6,1,random,1,0.5,2,0.32198095321655273,0.1023104265332222,0.6637482047080994
6,2,random,1,0.5,2,0.27504873275756836,0.09761970490217209,0.6566222310066223
6,3,random,1,0.5,2,0.28158658742904663,0.09826002269983292,0.6847735047340393
6,4,random,1,0.5,2,0.3045085668563843,0.10053835064172745,0.6689683198928833
6,5,random,1,0.5,2,0.3233737349510193,0.10245302319526672,0.6895540952682495
6,6,random,1,0.5,2,0.24335145950317383,0.09457395225763321,0.6345818638801575
6,7,random,1,0.5,2,0.33811575174331665,0.10397457331418991,0.6607947945594788
6,8,random,1,0.5,2,0.25861430168151855,0.09602849185466766,0.6554251909255981
6,9,random,1,0.5,2,0.2961699366569519,0.09970348328351974,0.685829758644104
7,0,random,1,0.5,2,0.3368149399757385,0.10522882640361786,0.6341758966445923
7,1,random,1,0.5,2,0.3410187363624573,0.10567212104797363,0.6384227275848389
7,2,random,1,0.5,2,0.30794697999954224,0.10223452001810074,0.6559454798698425
7,3,random,1,0.5,2,0.24859106540679932,0.09634287655353546,0.678790271282196
7,4,random,1,0.5,2,0.2795906662940979,0.09937623888254166,0.6337722539901733
7,5,random,1,0.5,2,0.2693466544151306,0.09836342185735703,0.6656065583229065
7,6,random,1,0.5,2,0.26011520624160767,0.09745956212282181,0.643098771572113
7,7,random,1,0.5,2,0.2611525058746338,0.09756071120500565,0.6340532898902893
7,8,random,1,0.5,2,0.269514262676239,0.09837990999221802,0.6427214741706848
7,9,random,1,0.5,2,0.27964645624160767,0.09938178211450577,0.6861247420310974
8,0,random,1,0.5,2,0.3474980592727661,0.10667314380407333,0.6369203925132751
8,1,random,1,0.5,2,0.35068053007125854,0.10701316595077515,0.6404618620872498
8,2,random,1,0.5,2,0.29133832454681396,0.1008475199341774,0.6257342100143433
8,3,random,1,0.5,2,0.22962725162506104,0.09481224417686462,0.6447293162345886
8,4,random,1,0.5,2,0.2722446322441101,0.09894023090600967,0.6276522278785706
8,5,random,1,0.5,2,0.27725356817245483,0.09943705797195435,0.6706822514533997
8,6,random,1,0.5,2,0.2338358759880066,0.09521211683750153,0.6444457173347473
8,7,random,1,0.5,2,0.2661416530609131,0.09833824634552002,0.632469892501831
8,8,random,1,0.5,2,0.28008824586868286,0.0997193306684494,0.6447721123695374
8,9,random,1,0.5,2,0.272918701171875,0.09900694340467453,0.6782222986221313
9,0,random,1,0.5,2,0.35410547256469727,0.10752072930335999,0.6406657695770264
9,1,random,1,0.5,2,0.34585028886795044,0.10663677752017975,0.6399639844894409
9,2,random,1,0.5,2,0.21880269050598145,0.09391413629055023,0.6201984882354736
9,3,random,1,0.5,2,0.27411359548568726,0.09925495088100433,0.6746965050697327
9,4,random,1,0.5,2,0.2746536135673523,0.0993085652589798,0.6182757616043091
9,5,random,1,0.5,2,0.29973089694976807,0.10183043777942657,0.6739240884780884
9,6,random,1,0.5,2,0.28124934434890747,0.09996574372053146,0.6554316282272339
9,7,random,1,0.5,2,0.25919097661972046,0.09778480231761932,0.6461395025253296
9,8,random,1,0.5,2,0.2620808482170105,0.09806779772043228,0.6264284253120422
9,9,random,1,0.5,2,0.23780769109725952,0.09571603685617447,0.6589601039886475
10,0,random,1,0.5,2,0.3577190637588501,0.10849672555923462,0.6426003575325012
10,1,random,1,0.5,2,0.3691022992134094,0.10973882675170898,0.6434574127197266
10,2,random,1,0.5,2,0.26409024000167847,0.09879936277866364,0.6315932869911194
10,3,random,1,0.5,2,0.21315890550613403,0.0938933789730072,0.6499791741371155
10,4,random,1,0.5,2,0.25356459617614746,0.09776488691568375,0.6161181926727295
10,5,random,1,0.5,2,0.25455039739608765,0.09786131978034973,0.6466456651687622
10,6,random,1,0.5,2,0.2544098496437073,0.09784755855798721,0.6377852559089661
10,7,random,1,0.5,2,0.2555493116378784,0.09795912355184555,0.6211596727371216
10,8,random,1,0.5,2,0.27120691537857056,0.0995049998164177,0.6347458958625793
10,9,random,1,0.5,2,0.2573310136795044,0.09813380986452103,0.6785905957221985
11,0,random,1,0.5,2,0.36396223306655884,0.10914738476276398,0.631624162197113
11,1,random,1,0.5,2,0.3781368136405945,0.11070551723241806,0.6457523703575134
11,2,random,1,0.5,2,0.2492539882659912,0.09731867164373398,0.609588623046875
11,3,random,1,0.5,2,0.24137455224990845,0.09655486792325974,0.6497582793235779
11,4,random,1,0.5,2,0.26553499698638916,0.09891608357429504,0.6228057146072388
11,5,random,1,0.5,2,0.24200314283370972,0.09661558270454407,0.6443266868591309
11,6,random,1,0.5,2,0.26333993673324585,0.09869919717311859,0.6226298213005066
11,7,random,1,0.5,2,0.2604143023490906,0.09841086715459824,0.6224865913391113
11,8,random,1,0.5,2,0.2471020221710205,0.09710946679115295,0.6446504592895508
11,9,random,1,0.5,2,0.24103814363479614,0.09652239084243774,0.6594780087471008
12,0,random,1,0.5,2,0.3709409236907959,0.11004193127155304,0.6511884927749634
12,1,random,1,0.5,2,0.3674771189689636,0.10966143012046814,0.648392915725708
12,2,random,1,0.5,2,0.2553475499153137,0.09802946448326111,0.6135480999946594
12,3,random,1,0.5,2,0.20767444372177124,0.09346574544906616,0.6478815078735352
12,4,random,1,0.5,2,0.24385088682174683,0.09690891206264496,0.6174386143684387
12,5,random,1,0.5,2,0.2656005620956421,0.09903973340988159,0.6520962119102478
12,6,random,1,0.5,2,0.2645419239997864,0.09893494099378586,0.6295785903930664
12,7,random,1,0.5,2,0.24072259664535522,0.09660622477531433,0.6215997338294983
12,8,random,1,0.5,2,0.2655092477798462,0.09903068840503693,0.6388596892356873
12,9,random,1,0.5,2,0.2579094171524048,0.09828092902898788,0.6566263437271118
13,0,random,1,0.5,2,0.37927156686782837,0.1111697182059288,0.6523769497871399
13,1,random,1,0.5,2,0.36864227056503296,0.1099943146109581,0.6472988724708557
13,2,random,1,0.5,2,0.2291250228881836,0.09567064791917801,0.6065292954444885
13,3,random,1,0.5,2,0.2570878267288208,0.09838361293077469,0.6604035496711731
13,4,random,1,0.5,2,0.25249147415161133,0.09793245047330856,0.6218072175979614
13,5,random,1,0.5,2,0.258217453956604,0.09849482029676437,0.6585215330123901
13,6,random,1,0.5,2,0.23439598083496094,0.09617625176906586,0.6221304535865784
13,7,random,1,0.5,2,0.26302003860473633,0.0989689826965332,0.6212753057479858
