round,attack,seed,alpha,num_byzantine,test_accuracy
1,signflip,1,0.5,3,0.0105
2,signflip,1,0.5,3,0.0177
3,signflip,1,0.5,3,0.0422
4,signflip,1,0.5,3,0.0508
5,signflip,1,0.5,3,0.0756
6,signflip,1,0.5,3,0.0672
7,signflip,1,0.5,3,0.0743
8,signflip,1,0.5,3,0.0751
9,signflip,1,0.5,3,0.0795
10,signflip,1,0.5,3,0.078
11,signflip,1,0.5,3,0.0867
12,signflip,1,0.5,3,0.0992
13,signflip,1,0.5,3,0.0961
14,signflip,1,0.5,3,0.1037
15,signflip,1,0.5,3,0.1077
16,signflip,1,0.5,3,0.1065
17,signflip,1,0.5,3,0.1084
18,signflip,1,0.5,3,0.1177
19,signflip,1,0.5,3,0.1178
20,signflip,1,0.5,3,0.1243
21,signflip,1,0.5,3,0.133
22,signflip,1,0.5,3,0.1314
23,signflip,1,0.5,3,0.1379
24,signflip,1,0.5,3,0.1448
25,signflip,1,0.5,3,0.1537
26,signflip,1,0.5,3,0.1507
27,signflip,1,0.5,3,0.1492
28,signflip,1,0.5,3,0.1553
29,signflip,1,0.5,3,0.1506
30,signflip,1,0.5,3,0.1508
31,signflip,1,0.5,3,0.1542
32,signflip,1,0.5,3,0.1595
33,signflip,1,0.5,3,0.1478
34,signflip,1,0.5,3,0.1616
35,signflip,1,0.5,3,0.1533
36,signflip,1,0.5,3,0.1466
37,signflip,1,0.5,3,0.1509
38,signflip,1,0.5,3,0.1615
39,signflip,1,0.5,3,0.1551
40,signflip,1,0.5,3,0.151
41,signflip,1,0.5,3,0.1577
42,signflip,1,0.5,3,0.1609
43,signflip,1,0.5,3,0.1541
44,signflip,1,0.5,3,0.155
45,signflip,1,0.5,3,0.152
46,signflip,1,0.5,3,0.1521
47,signflip,1,0.5,3,0.1538
48,signflip,1,0.5,3,0.158
49,signflip,1,0.5,3,0.1559
50,signflip,1,0.5,3,0.1495
51,signflip,1,0.5,3,0.1492
52,signflip,1,0.5,3,0.1529
53,signflip,1,0.5,3,0.1483
54,signflip,1,0.5,3,0.159
55,signflip,1,0.5,3,0.1541
56,signflip,1,0.5,3,0.1413
57,signflip,1,0.5,3,0.1443
58,signflip,1,0.5,3,0.1541
59,signflip,1,0.5,3,0.1442
60,signflip,1,0.5,3,0.1523
61,signflip,1,0.5,3,0.1506
62,signflip,1,0.5,3,0.1662
63,signflip,1,0.5,3,0.1624
64,signflip,1,0.5,3,0.1597
65,signflip,1,0.5,3,0.1573
66,signflip,1,0.5,3,0.1853
67,signflip,1,0.5,3,0.1675
68,signflip,1,0.5,3,0.1758
69,signflip,1,0.5,3,0.1544
70,signflip,1,0.5,3,0.1865
71,signflip,1,0.5,3,0.1956
72,signflip,1,0.5,3,0.1712
73,signflip,1,0.5,3,0.1567
74,signflip,1,0.5,3,0.1527
75,signflip,1,0.5,3,0.174
76,signflip,1,0.5,3,0.1633
77,signflip,1,0.5,3,0.1602
78,signflip,1,0.5,3,0.1733
79,signflip,1,0.5,3,0.1605
80,signflip,1,0.5,3,0.1815
81,signflip,1,0.5,3,0.1557
82,signflip,1,0.5,3,0.1769
83,signflip,1,0.5,3,0.1683
84,signflip,1,0.5,3,0.1799
85,signflip,1,0.5,3,0.171
86,signflip,1,0.5,3,0.1671
87,signflip,1,0.5,3,0.172
88,signflip,1,0.5,3,0.1813
89,signflip,1,0.5,3,0.1646
90,signflip,1,0.5,3,0.1644
91,signflip,1,0.5,3,0.1662
92,signflip,1,0.5,3,0.148
93,signflip,1,0.5,3,0.199
94,signflip,1,0.5,3,0.1768
95,signflip,1,0.5,3,0.181
96,signflip,1,0.5,3,0.1306
97,signflip,1,0.5,3,0.184
98,signflip,1,0.5,3,0.1533
99,signflip,1,0.5,3,0.193
100,signflip,1,0.5,3,0.168
