round,client,attack,seed,alpha,num_byzantine,raw_score,softmax_weight,update_norm
1,0,signflip,1,10,2,0.49890899658203125,0.09835487604141235,0.6887300610542297
1,1,signflip,1,10,2,0.5323299765586853,0.10169754177331924,0.6772143840789795
1,2,signflip,1,10,2,0.5276095867156982,0.10121862590312958,0.6771353483200073
1,3,signflip,1,10,2,0.5006405711174011,0.09852533787488937,0.6826598644256592
1,4,signflip,1,10,2,0.5239659547805786,0.10085048526525497,0.6702625751495361
1,5,signflip,1,10,2,0.518244743347168,0.10027514398097992,0.6876991987228394
1,6,signflip,1,10,2,0.5171141028404236,0.1001618355512619,0.6630560159683228
1,7,signflip,1,10,2,0.5258984565734863,0.10104557126760483,0.6937940716743469
1,8,signflip,1,10,2,0.49081337451934814,0.09756185114383698,0.6703881025314331
1,9,signflip,1,10,2,0.5185799598693848,0.10030876845121384,0.6836599707603455
2,0,signflip,1,10,2,0.4817817807197571,0.10068761557340622,0.6250110864639282
2,1,signflip,1,10,2,0.4784936308860779,0.10035708546638489,0.6444869041442871
2,2,signflip,1,10,2,0.4914591908454895,0.10166674107313156,0.637104868888855
2,3,signflip,1,10,2,0.47460395097732544,0.09996748715639114,0.6308081746101379
2,4,signflip,1,10,2,0.4627395272254944,0.09878843277692795,0.6263113617897034
2,5,signflip,1,10,2,0.48396438360214233,0.10090761631727219,0.6372288465499878
2,6,signflip,1,10,2,0.4822511076927185,0.1007348820567131,0.6427174806594849
2,7,signflip,1,10,2,0.4734618663787842,0.09985338151454926,0.6258970499038696
2,8,signflip,1,10,2,0.4522610902786255,0.0977586880326271,0.6183822751045227
2,9,signflip,1,10,2,0.46768438816070557,0.09927813708782196,0.6294885277748108
3,0,signflip,1,10,2,0.4482839107513428,0.09986501187086105,0.5970971584320068
3,1,signflip,1,10,2,0.4550997018814087,0.10054799169301987,0.6182374358177185
3,2,signflip,1,10,2,0.44000881910324097,0.09904202818870544,0.5958600044250488
3,3,signflip,1,10,2,0.43676894903182983,0.09872166812419891,0.5949643850326538
3,4,signflip,1,10,2,0.4588834047317505,0.10092916339635849,0.5933319330215454
3,5,signflip,1,10,2,0.45065492391586304,0.10010207444429398,0.5985011458396912
3,6,signflip,1,10,2,0.4563177227973938,0.10067054629325867,0.6069909930229187
3,7,signflip,1,10,2,0.4693543314933777,0.10199153423309326,0.5901283025741577
3,8,signflip,1,10,2,0.42612385749816895,0.0976763367652893,0.5867719650268555
3,9,signflip,1,10,2,0.4541611075401306,0.10045366734266281,0.616150975227356
4,0,signflip,1,10,2,0.4400681257247925,0.10064442455768585,0.5698675513267517
4,1,signflip,1,10,2,0.4445900321006775,0.10110056400299072,0.572242021560669
4,2,signflip,1,10,2,0.43518519401550293,0.10015418380498886,0.5701291561126709
4,3,signflip,1,10,2,0.417822003364563,0.09843020141124725,0.5793905854225159
4,4,signflip,1,10,2,0.41380178928375244,0.09803527593612671,0.5666460990905762
4,5,signflip,1,10,2,0.44067007303237915,0.10070502758026123,0.5772698521614075
4,6,signflip,1,10,2,0.4385630488395691,0.10049306601285934,0.5626416802406311
4,7,signflip,1,10,2,0.44841474294662476,0.10148797929286957,0.5719541311264038
4,8,signflip,1,10,2,0.43741047382354736,0.10037729889154434,0.5807591080665588
4,9,signflip,1,10,2,0.4192613363265991,0.09857197105884552,0.5735605359077454
5,0,signflip,1,10,2,0.42673027515411377,0.10183495283126831,0.575386643409729
5,1,signflip,1,10,2,0.39895355701446533,0.09904523938894272,0.5622348785400391
5,2,signflip,1,10,2,0.41941338777542114,0.10109255462884903,0.5622062087059021
5,3,signflip,1,10,2,0.3885062336921692,0.09801586717367172,0.5547938942909241
5,4,signflip,1,10,2,0.4108259677886963,0.10022815316915512,0.551391065120697
5,5,signflip,1,10,2,0.4084131717681885,0.09998660534620285,0.5470494031906128
5,6,signflip,1,10,2,0.40027177333831787,0.09917588531970978,0.5504141449928284
5,7,signflip,1,10,2,0.40937477350234985,0.10008280724287033,0.5505900382995605
5,8,signflip,1,10,2,0.404762327671051,0.09962224215269089,0.5593131184577942
5,9,signflip,1,10,2,0.4176618456840515,0.10091564804315567,0.573683500289917
