round,attack,seed,alpha,num_byzantine,test_accuracy
1,signflip,1,10,3,0.0134
2,signflip,1,10,3,0.0195
3,signflip,1,10,3,0.0472
4,signflip,1,10,3,0.0693
5,signflip,1,10,3,0.0911
6,signflip,1,10,3,0.0904
7,signflip,1,10,3,0.1021
8,signflip,1,10,3,0.1068
9,signflip,1,10,3,0.118
10,signflip,1,10,3,0.123
11,signflip,1,10,3,0.1178
12,signflip,1,10,3,0.1355
13,signflip,1,10,3,0.1341
14,signflip,1,10,3,0.138
15,signflip,1,10,3,0.143
16,signflip,1,10,3,0.1466
17,signflip,1,10,3,0.147
18,signflip,1,10,3,0.16
19,signflip,1,10,3,0.1613
20,signflip,1,10,3,0.1633
21,signflip,1,10,3,0.1698
22,signflip,1,10,3,0.1706
23,signflip,1,10,3,0.1773
24,signflip,1,10,3,0.1835
25,signflip,1,10,3,0.1857
26,signflip,1,10,3,0.1841
27,signflip,1,10,3,0.1944
28,signflip,1,10,3,0.1982
29,signflip,1,10,3,0.1911
30,signflip,1,10,3,0.1969
31,signflip,1,10,3,0.1981
32,signflip,1,10,3,0.2003
33,signflip,1,10,3,0.2056
34,signflip,1,10,3,0.2011
35,signflip,1,10,3,0.2038
36,signflip,1,10,3,0.2115
37,signflip,1,10,3,0.2173
38,signflip,1,10,3,0.2134
39,signflip,1,10,3,0.2207
40,signflip,1,10,3,0.2149
41,signflip,1,10,3,0.2228
42,signflip,1,10,3,0.2265
43,signflip,1,10,3,0.2262
44,signflip,1,10,3,0.2325
45,signflip,1,10,3,0.2313
46,signflip,1,10,3,0.2314
47,signflip,1,10,3,0.2326
48,signflip,1,10,3,0.2361
49,signflip,1,10,3,0.2392
50,signflip,1,10,3,0.2386
51,signflip,1,10,3,0.2483
52,signflip,1,10,3,0.2462
53,signflip,1,10,3,0.2513
54,signflip,1,10,3,0.2471
55,signflip,1,10,3,0.2445
56,signflip,1,10,3,0.2458
57,signflip,1,10,3,0.254
58,signflip,1,10,3,0.2568
59,signflip,1,10,3,0.2568
60,signflip,1,10,3,0.258
61,signflip,1,10,3,0.26
62,signflip,1,10,3,0.2567
63,signflip,1,10,3,0.2604
64,signflip,1,10,3,0.2602
65,signflip,1,10,3,0.2589
66,signflip,1,10,3,0.2664
67,signflip,1,10,3,0.2648
68,signflip,1,10,3,0.2677
69,signflip,1,10,3,0.2676
70,signflip,1,10,3,0.2724
71,signflip,1,10,3,0.2782
72,signflip,1,10,3,0.2747
73,signflip,1,10,3,0.2786
74,signflip,1,10,3,0.2817
75,signflip,1,10,3,0.2777
76,signflip,1,10,3,0.2772
77,signflip,1,10,3,0.285
78,signflip,1,10,3,0.2843
79,signflip,1,10,3,0.2926
80,signflip,1,10,3,0.2918
81,signflip,1,10,3,0.2854
82,signflip,1,10,3,0.2839
83,signflip,1,10,3,0.2872
84,signflip,1,10,3,0.2857
85,signflip,1,10,3,0.2937
86,signflip,1,10,3,0.292
87,signflip,1,10,3,0.2933
88,signflip,1,10,3,0.2958
89,signflip,1,10,3,0.2955
90,signflip,1,10,3,0.299
91,signflip,1,10,3,0.298
92,signflip,1,10,3,0.3025
93,signflip,1,10,3,0.3036
94,signflip,1,10,3,0.3036
95,signflip,1,10,3,0.3058
96,signflip,1,10,3,0.3078
97,signflip,1,10,3,0.3036
98,signflip,1,10,3,0.3151
99,signflip,1,10,3,0.3103
100,signflip,1,10,3,0.3035
